name,ra,dec,dist,mag,ci,spect
,45.947655,-12.854051,20.8333,13.5,,k-m
,46.018185,-20.376479,15.3846,12.84,1.59,M3
,47.094210,43.036621,24.57,14.7,1.5,m
,47.665980,73.774349,12.0627,14.64,1.79,sdM6
,47.250135,10.02511,11.8765,14.85,1.72,m
,47.606850,58.438027,20.8333,11.72,1.5,M3
,47.894235,-38.787613,17.5439,11.51,1.51,M3.5
,48.017745,-28.986359,14.1123,6.7,,G7 V
,47.628810,-68.599373,10.1523,14.73,0.62,
,48.192060,-1.194661,22.3764,11.5,,
,48.120015,-38.089027,16.6667,11.46,1.56,M3
,48.342780,4.775634,8.4674,13.8,1.82,m
,48.548145,28.679658,14.9254,16.77,2.15,m
,48.681645,48.521043,18.5185,11.43,1.49,M1
,48.178425,-54.114162,10.989,14.75,0.52,DZ7
,48.586995,0.655176,14.2653,10.9,,
,48.659790,-9.672696,25.0,11.63,1.55,M0
,49.048890,58.169449,13.4608,11.2,,M2
,49.296435,45.373704,15.1515,12.39,,m
,49.665045,60.608734,25.0,13.33,1.51,M3.5
,50.448015,-6.673064,15.873,11.37,1.5,M2
,50.701185,27.144703,22.2222,18.0,,a
,50.517555,2.942638,16.835,14.78,1.76,m
,50.757615,42.009647,15.2905,15.33,1.89,m
,50.842965,11.688179,18.2482,12.19,1.56,m
,50.822745,-7.793106,18.1818,12.3,,
,51.023895,23.786244,19.7863,12.0,,
,51.053055,23.774469,19.7863,11.89,1.5,m
,51.294570,-1.818863,16.129,16.12,0.8,DZ9
,51.426195,5.865782,12.987,14.7,,m+
,51.685995,19.244193,16.6667,14.96,,m
,51.909795,9.938791,25.0,10.45,1.39,K7
,52.204950,26.488783,18.1818,13.4,,m
,52.160565,-15.621603,23.2558,14.28,,m
,52.160550,-15.624936,23.2558,14.37,,m
,52.224390,-27.310647,17.3611,14.0,,DA5
,52.224390,-27.312314,17.3611,13.8,,sdM3
,52.626060,20.10432,22.1239,10.75,1.42,dK6
,52.625940,20.09948,16.0256,10.79,1.39,K7 V
,52.361625,-62.945741,21.4362,10.75,1.42,m
,53.081490,38.063034,15.3846,7.28,,G5
,53.663985,-4.841982,15.1515,13.1,,k-m
,54.297825,69.184059,21.2766,14.17,,m
,54.171555,3.492598,14.2857,13.86,,dM5  :
,53.995560,-44.511897,4.2918,13.03,1.9,M4.5
,54.028875,-40.997986,23.8095,13.05,,M3
,54.385065,17.859568,23.2558,12.74,,g-k
,54.389220,17.856218,23.2558,13.29,,g-k
,54.563655,-11.485037,15.4321,13.01,1.66,M2
,54.870900,24.969313,16.9492,12.79,,dM3.1
,54.896160,25.478452,18.5185,12.7,,M3.5
,54.946425,33.476324,23.8095,12.87,1.49,
,54.917040,25.481703,20.8333,13.1,,M3.5
,54.550680,-68.949683,16.3934,11.95,,m
,55.625625,12.522471,22.1729,12.91,1.54,M0.5
,55.844385,-9.56375,15.1515,14.7,,m
,56.066235,24.801052,22.4719,10.66,0.66,F8
,56.066160,24.784386,20.6186,10.81,0.7,G0
,56.082870,24.876525,19.4175,8.85,1.71,K2
,56.091105,24.767619,21.5054,11.09,0.86,G3
,56.142690,18.437389,17.762,15.19,0.31,DQ8
,57.133830,73.545964,17.2117,11.31,1.54,m
,56.997420,68.680477,17.3822,11.3,1.54,M2.5 J
,56.997420,68.680477,17.3822,11.6,,
,56.351295,-27.861424,21.7628,11.6,,M3 V
,56.755170,41.430153,20.4499,8.75,0.9,K2 V
,56.767440,23.996716,20.5761,8.38,0.29,F0 V
,56.688405,-11.293204,24.3902,12.7,1.53,M2.5
,56.835510,8.697946,12.5471,14.51,1.87,k-m
,57.026715,24.143982,22.1729,9.24,0.54,F6 V
,57.684015,-6.094239,9.5329,12.79,1.7,dM4
,57.749100,-0.877712,14.6628,18.02,,m
,58.171245,17.019189,9.6154,13.7,,M4.5
,58.608630,-9.15983,14.9254,11.22,1.53,M3
,59.369640,-1.157531,15.7704,11.61,1.47,dM3  e
,59.970960,26.09264,22.8311,12.62,1.49,dM4
,60.111240,8.236274,17.6367,15.87,0.69,DC9
,60.161595,-23.084511,23.2558,11.47,1.48,M0
,61.411065,5.74431,15.873,12.89,,dM5  e
,61.835190,-24.48496,12.3457,12.4,,M3.5
,62.155470,33.638601,13.7552,10.18,1.51,M1
,62.803290,49.533079,23.2558,13.45,,M3.5
,63.056025,64.73544,11.8343,13.71,1.69,m
,63.243735,52.612881,13.2802,13.5,1.67,M3.5
,62.614575,-53.603957,12.5,13.58,1.93,pec
,63.295290,50.529608,16.1551,13.67,1.75,M3.5
,63.164850,-53.865741,25.0,13.87,1.56,m
,63.842820,-7.657504,5.0444,9.52,0.03,DA4
,63.842820,-7.657504,5.0444,11.17,1.67,dM4.5e
,64.326075,8.823778,10.5263,13.82,,dM4  e
,64.288275,-26.048534,19.3424,11.8,1.38,M0
,65.461980,75.145293,18.5185,12.16,1.51,M3
,64.505025,-49.046727,21.7391,13.2,,M4
,65.456265,21.330856,23.8095,13.03,1.56,k-m
,65.633610,39.014815,18.622,15.27,1.71,k-m
,65.530305,19.259909,9.6154,12.9,1.7,dM4.5e
,65.541240,19.483471,14.2653,15.04,1.0,
,65.555850,19.486785,16.9205,15.77,1.0,m
,65.560485,15.516229,23.8095,17.0,,m
,65.253165,-48.657863,8.1301,14.36,0.52,DA8
,65.555505,-57.443552,15.3846,11.8,,m
,66.310830,8.049986,23.8095,12.63,,m
,66.319245,8.068282,23.8095,14.97,,m
,66.453570,15.518965,19.2308,12.13,1.4,dM0
,66.471930,12.197744,12.3457,15.5,,DC8
,66.050865,-57.070925,25.0,7.3,,G6 V
,66.254640,-40.050311,16.6667,14.1,,M3.5
,66.918450,59.591115,22.2222,14.45,,m
,66.585330,4.543983,23.2558,17.11,1.1,DC9
,66.583380,3.61099,17.0358,18.32,,m
,66.972165,11.783675,23.2558,13.85,,k
,67.324410,14.232849,12.6582,13.5,,m
,67.147815,-25.170071,18.1818,12.0,,M2.5
,67.778895,58.981451,5.5139,12.44,0.31,DC5
,67.602240,39.85098,10.4275,13.91,1.73,M4.5
,67.600440,17.497263,15.873,14.57,1.75,k-m
,68.393235,20.746384,15.625,14.6,,m
,68.567040,34.826538,23.2558,13.13,1.57,g-k
,68.980020,16.512627,23.2019,11.2,,K
,68.979765,16.510469,19.9641,13.5,,dM2
,69.188280,27.16566,17.8508,15.8,0.65,DC8
,69.165225,11.223401,24.7525,14.3,1.62,k-m
,69.231330,-29.056706,24.3902,13.7,,M3.5
,69.550485,28.218456,10.0,12.53,1.65,m
,69.408420,-2.491582,14.7059,10.59,1.45,M1
,69.452790,-8.818755,9.5147,13.77,0.33,DQ7
,69.543240,-14.302201,24.3902,7.3,,
,70.175025,2.229181,18.1818,11.24,1.47,M0
,70.140945,-41.862945,20.1329,12.5,,
,70.859265,19.006651,24.8139,13.4,,
,71.108850,27.863045,12.987,11.26,1.53,M2.5
,71.154525,29.822092,22.2222,13.45,1.6,k-m
,71.569485,48.750101,19.305,17.29,,m
,71.796135,2.161481,18.8679,11.34,1.48,k
,72.561495,45.982741,24.3902,11.79,1.47,k-m
,72.710115,22.125547,14.0056,15.21,1.95,m
,73.142595,40.707664,12.9199,13.43,1.61,k
,73.372815,-55.851595,10.5263,12.15,1.6,
,75.313185,24.875432,15.873,11.51,1.48,M2.5
,75.465180,3.752698,19.6078,11.28,1.52,M1
,75.487170,-6.945051,6.135,12.1,,m
,75.616380,-21.255243,8.5193,10.5,,
,75.604005,-56.096109,22.2519,10.6,1.36,m
,76.062375,11.058065,13.6986,13.75,,m
,76.300950,-12.003695,18.5185,12.97,,M4  e
,76.515345,4.339295,16.9492,11.54,1.51,g
,76.470345,-17.378146,21.645,15.97,0.74,DC9?
,76.863405,18.647141,15.868,5.7,,G4 V
,76.707450,-21.581878,12.0482,10.29,1.52,M2
,76.703280,-21.581858,12.0482,11.66,1.51,M3:
,76.953975,17.984296,12.3457,11.78,1.66,k
,77.291850,15.460977,20.8333,12.48,1.5,M3
,77.589570,48.843676,13.8889,11.39,1.53,M2
,77.740725,18.628653,23.2558,14.2,,m
,78.512790,8.006434,25.0,15.89,0.42,DA8
,79.168890,46.000842,12.9383,0.96,,G0 III
,79.346520,45.84191,13.1062,10.2,1.5,dM2
,79.346520,45.84191,13.1062,13.7,,M4  :
,78.943635,-31.29416,20.8333,12.15,,m
,79.801920,-3.072585,16.8663,11.7,,M2
,79.697625,-21.393247,20.2675,13.5,,
,79.470675,-53.680882,22.2717,13.19,1.16,k
,78.991290,-72.229568,19.2308,11.7,1.4,m
,80.289105,55.767029,23.2558,13.01,,m
,79.223040,-78.293131,13.0208,11.91,1.48,M1.5 V
,80.953005,22.546634,20.6186,15.52,1.83,m
,82.057605,2.971009,19.1205,12.8,1.6,M5 V
,82.357260,15.578114,21.7391,14.68,,m
,82.464885,-3.440413,18.8324,12.02,1.53,M3.5
,82.767705,-30.19386,20.0,13.0,,m
,84.441420,79.541084,22.1239,18.4,,m
,83.323125,44.818492,15.1745,12.21,1.6,k-m
,83.563815,10.321148,19.6078,12.32,,M3
,83.563815,10.319481,19.6078,13.62,,M3.5
,83.715015,13.880106,12.3916,11.81,1.59,M3.5
,84.083160,41.50332,18.8679,14.75,0.32,DA7
,83.979945,-7.64487,12.6582,12.8,1.63,M4
,84.541665,-46.105386,25.0,9.7,,K5 V
,85.107060,24.804352,10.3413,14.85,1.88,m
,85.064280,12.650574,21.2766,11.36,1.46,M3
,85.553355,-5.463772,12.8041,15.28,1.86,m
,86.212155,32.392922,20.8333,8.15,,G5
,86.902020,69.747763,23.5849,16.47,1.69,m
,86.108850,-22.420198,8.9694,6.13,0.94,K2 V
,86.785095,-5.204348,16.0,14.54,1.78,m
,86.823120,-0.011497,23.8095,10.99,1.45,M0
,87.099810,7.762089,22.2222,14.19,,m
,87.832050,-0.17199,11.0497,14.55,0.48,DQP8
,88.308795,24.260288,19.1571,10.81,1.48,M1.5
,88.790160,-4.169761,6.4599,14.45,1.05,DZ9
,89.105580,5.364556,7.9936,14.1,0.6,DAP9
,89.978760,58.573628,13.1579,13.56,,m
,90.202395,68.151792,20.202,12.9,1.56,k-m
,90.189360,68.136852,20.202,13.31,1.59,m
,89.572950,-4.632901,25.0,16.3,,k-m
,90.291945,59.600972,7.5643,11.71,1.6,m
,90.014865,2.707087,5.3677,11.33,1.68,M4
,90.083820,-31.029362,14.9656,9.1,,
,90.083820,-31.029362,14.9656,8.3,,K5 V
,90.621540,49.863974,9.2764,14.47,1.87,m
,90.875445,47.805555,22.2222,13.94,,M3.5
,90.594870,-20.327382,20.4082,13.25,,m
,90.977280,26.148064,20.8768,13.67,1.65,M3.5
,91.088610,18.696475,19.6078,7.98,,G5
,91.801770,33.544616,24.3902,12.44,1.45,M3
,92.729475,10.32,10.7793,12.5,,
,92.732970,-43.409631,13.3333,12.32,1.59,M3.5
,93.512130,51.671668,18.1818,12.86,,m
,94.295085,5.119493,19.3199,13.42,1.41,m+
,94.077900,-59.213473,22.7273,14.09,-0.09,DB4
,94.836000,-6.656294,14.7929,13.06,1.7,M4
,95.304840,44.245271,23.8095,12.27,,m
,95.201100,6.755984,22.3214,16.37,0.55,DA9
,96.172485,23.434998,8.3333,13.06,1.76,M4.5
,96.468555,56.174924,22.2717,14.55,1.76,m
,97.349085,-2.812227,4.1171,14.6,,
,97.763700,50.040764,19.2308,11.09,1.5,M0
,97.959780,41.498078,11.1111,14.83,,m
,98.076855,-69.950367,23.8095,13.0,,m
,99.028215,11.615685,18.1488,14.22,1.65,k-m
,100.023945,28.588547,21.7391,11.93,1.5,k-m
,99.500760,-61.532797,21.7391,8.3,,
,100.368375,15.763355,25.0,13.77,,M3
,100.545585,3.580006,15.625,12.06,,m
,100.558140,3.591613,15.625,13.33,,m
,100.957650,51.140749,19.1939,12.44,1.59,M3.5   J
,100.957650,51.140749,19.1939,14.9,,
,101.528910,32.556198,21.2314,12.17,1.53,M0.5
,101.288385,-16.71524,2.6371,8.44,-0.03,DA2
,101.842365,2.519804,18.315,15.68,0.32,DA8
,102.207930,37.144919,22.5734,13.34,1.35,
,102.271110,37.117718,13.1926,13.76,1.66,m
,103.132080,18.275684,18.8679,13.18,,m
,103.074975,-5.188427,8.7002,10.09,1.5,M2
,103.704090,33.270718,5.7604,10.01,1.57,dM4
,104.099955,54.976176,17.0648,11.8,,k-m
,104.483655,62.325443,7.7519,13.65,,m
,104.550705,14.221735,20.8333,8.28,,G5
,104.449305,-44.290792,8.0244,11.7,,M3
,104.867760,19.349633,7.758,14.83,1.93,m
,104.812215,-10.265047,19.6078,13.5,,m
,105.213600,31.964209,18.6567,16.57,0.96,DC9
,105.471600,-6.452051,12.6582,15.27,0.88,DA
,105.979380,52.707092,9.1659,13.3,1.84,M4.5
,105.846480,34.70004,13.3333,13.17,,m
,106.204890,24.998907,25.0,11.62,1.48,M1
,106.907745,48.689294,15.3846,13.4,,m
,107.395155,69.854192,22.7273,12.54,,m
,107.163945,30.710669,24.3902,11.36,1.49,M0
,107.555970,37.671118,24.0964,14.67,1.65,sdM6
,107.560125,37.671098,24.0964,15.68,0.3,DQ8
,109.074195,33.153884,14.9031,14.48,1.75,m+
,109.375620,19.572512,21.4592,12.8,1.56,m
,109.522455,16.541398,21.7391,10.0,,
,109.371240,-46.977775,14.7732,7.9,,K4 V
,110.029875,21.984593,18.0343,8.2,,K3 V
,110.678085,30.672129,23.8095,13.34,1.5,k-m
,108.914940,-83.001023,22.7273,11.75,,m
,112.278480,31.785477,18.498,12.5,,
,112.053090,-18.793988,11.6279,13.65,,k-m
,112.685910,48.202487,11.5607,13.56,1.71,sdM5
,112.702275,48.175745,11.5607,14.63,0.99,DC
,113.004255,57.916503,18.1818,17.4,,M6  :
,112.987125,39.228446,23.2558,13.08,,m
,113.380095,64.159795,18.1818,16.38,0.91,DC9
,113.009550,17.320752,24.7525,12.95,,m
,113.024250,-8.880027,21.7391,8.6,,
,113.467800,22.39426,24.57,16.46,1.6,m
Castor B,113.652405,31.89052,15.8053,2.85,,A m
,113.655900,31.870335,15.8053,9.07,1.49,M0.5Ve
,113.574975,0.986295,14.6628,11.93,1.47,m
,114.104415,7.080332,6.1728,13.22,,m
,114.038460,-51.913906,16.129,12.45,,m
,117.433515,84.982857,20.8333,12.8,,m
,114.825090,5.226824,3.4974,10.7,,DA
,115.013235,-3.6019,14.1965,8.94,1.33,K5
,115.085220,-17.413251,8.9286,13.0,0.24,DZQ6
,115.085220,-17.413251,8.9286,16.42,1.83,m
,115.471800,5.042043,20.8333,12.71,,m
,116.430330,-33.919724,15.1999,16.59,1.2,m
,119.068770,83.390574,12.4844,13.09,1.68,m
,117.562620,7.194697,17.0648,16.69,1.1,DC9
,117.558465,7.198049,17.0648,16.98,1.3,DC9
,117.966270,5.550087,15.9236,14.75,1.82,m
,117.977625,-0.002777,8.7873,13.5,1.68,m
,117.981810,-0.001128,8.7873,15.0,,m
,117.941220,-13.896051,16.6722,6.17,0.65,G4 V
,118.198965,25.928028,21.7391,8.6,1.04,K4
,118.139550,6.308598,25.0,13.56,,m
,118.067385,-34.704015,18.0245,8.6,,K3
,118.723665,-29.347999,12.5,13.38,,M4
,118.280385,-67.791861,6.9109,14.08,0.66,DQ9
,119.488995,-0.812672,17.4642,8.06,1.04,K5 V
,119.538210,7.285271,14.2857,13.77,,m
,119.628330,15.50584,20.8333,14.24,,m
,119.624145,15.502525,20.8333,15.09,,m
Kaewkosin,119.776230,15.392426,23.2558,12.33,,m
,119.473800,-60.297827,16.1917,9.88,1.34,k
,119.473800,-60.297827,16.1917,13.5,,
,120.007380,-40.03829,18.8679,9.66,1.34,K7 V
,120.594915,3.341079,24.3902,13.7,,k-m
,120.586545,3.331114,24.3902,17.0,,m+
,121.498575,26.281182,17.2414,10.21,1.46,M0
,121.705380,36.761973,18.5185,12.95,,m
,122.054595,58.513919,20.0,12.69,,m
,122.052810,21.104079,16.9492,11.0,,m
,122.231025,32.816982,17.2414,12.12,1.53,dM3  e
Maru,121.709040,-66.299883,23.2558,13.92,0.05,DQ5
,122.725245,3.977536,18.1818,13.51,,m
,122.642085,-13.812081,22.4871,11.82,1.51,M3
,122.989440,8.775732,6.7568,12.83,1.77,dM5
,121.240185,-83.229584,22.2222,12.55,,m
,123.169620,-21.551445,5.8824,12.1,1.6,M4
,123.287760,-13.915581,21.6403,10.7,,
,124.052610,-35.882029,14.0845,11.0,,
,123.419430,-76.146703,15.873,11.85,,k-m
,128.082765,84.411355,23.2558,13.42,1.62,m
,126.481035,69.038815,12.5156,15.67,2.09,dM5.2
,127.096380,35.016968,19.558,11.56,,
,127.053090,20.141587,22.3214,13.08,1.48,g-k
,126.831840,-44.986033,11.4943,11.85,,M3
,127.458660,26.778532,3.6258,14.81,2.06,M6.5
,127.665420,32.699032,22.0264,15.72,0.3,DA7
,127.907190,19.400083,8.7719,13.32,,
,127.861575,-6.036305,20.4082,12.36,1.47,M3
,127.845960,-10.497903,15.3846,15.0,,m
,128.128740,-1.575998,19.685,18.44,,m
,128.355435,18.529782,20.8333,14.75,,m
,128.980275,68.069293,13.1234,11.67,1.57,M3
,128.610000,-1.143898,15.1515,12.73,1.62,M3.5
,130.282185,67.658496,24.0964,14.68,1.68,m
,129.785145,-22.66013,19.9203,6.8,,K0 V
,129.951435,8.940073,25.0,12.93,1.58,m+
,129.951435,8.940073,25.0,12.96,,m+
,130.342515,59.499027,9.98,15.05,1.93,m
,130.126680,18.400296,15.5039,17.68,2.02,m
,130.245570,-23.455071,11.4943,11.98,1.52,m
,130.388145,-32.941624,8.9047,11.88,0.22,DA6
,130.837125,44.494752,21.1864,14.11,1.63,M1.5:
,130.717110,9.553721,13.3422,11.79,1.54,M3.5
,130.530945,-42.940425,22.3564,12.68,1.52,M1 :
,131.093880,-10.402872,22.2222,14.0,,m
,131.174100,-54.708074,24.4499,5.0,,
,131.203515,-54.698178,24.4499,11.0,,
,131.203515,-54.698178,24.4499,13.5,,
,132.121245,61.152818,16.6667,15.17,1.82,m
,132.717375,52.898138,21.7391,15.4,1.78,m
,132.751140,34.825106,23.2558,7.6,,G0
,133.170210,28.317273,12.5313,13.14,1.64,M3.5
,133.898985,70.796381,11.3122,8.7,1.39,K5 V
,133.898805,70.79595,11.3122,8.9,,K6 V
,133.400145,-3.49008,8.5616,18.8,,m
,133.522965,-13.12357,14.556,12.52,1.61,M6   J
,133.522965,-13.12357,14.556,12.8,,
,133.834845,-23.870256,12.1951,14.0,,m
,134.980260,72.964388,13.7363,14.32,1.7,m
,133.831275,-71.59256,24.3902,14.5,,m
,134.563515,19.763287,5.2274,14.06,1.84,m
,134.563515,19.764954,5.2274,14.92,1.93,m
,134.808525,48.043582,14.637,10.8,,dM1   J
,134.808525,48.043582,14.637,11.0,,
,134.812410,32.953206,20.3252,15.18,0.01,DQ6
,134.733540,8.475397,4.4643,10.89,1.67,k
,134.771505,-31.220976,16.129,13.8,1.64,k-m
,135.141660,46.586484,10.352,13.32,1.72,m
,135.163305,41.78362,16.4312,6.18,0.65,G5 V
,135.220950,48.423436,19.7239,14.13,1.7,k-m
,134.885040,-47.43561,13.7363,12.19,1.56,M3
Ross 686,135.210075,5.242018,24.5278,12.68,1.47,dM4
,135.719385,68.062825,10.1729,12.65,,m
,135.322665,15.264382,18.1818,9.49,,K5
,135.292440,1.943268,20.4082,11.82,1.5,k
,136.405215,73.248138,24.3902,16.97,,DC9
,136.267230,2.834951,18.5185,11.61,,m
,136.560585,12.859599,20.0,13.31,,m
,137.194305,66.594062,23.2558,12.96,,m
,136.762620,-22.146672,12.1951,14.3,,k-m
,137.603145,67.136822,20.4625,8.44,,K2 V
,137.353245,40.101526,21.7865,14.55,1.82,m
,137.406120,6.702946,23.8095,13.35,1.57,M4  e
,137.473980,5.204743,22.7273,8.38,1.01,K4
,138.013440,27.907734,16.129,12.29,1.56,m
,138.075705,14.9967,20.4792,7.3,,
,138.998730,53.425452,10.3413,13.85,0.34,DXP7
,139.451085,58.424122,15.4321,15.11,1.85,m
,139.095570,-18.623143,12.5,10.75,1.55,M2
,139.475130,28.562049,17.5285,8.1,,K3 V
,139.130025,-62.072313,16.9492,12.7,,m
,139.580670,27.319313,19.2308,9.55,1.34,K5
,139.693065,26.75379,20.0,11.77,1.5,k-m
,139.672320,26.765523,20.0,16.0,,m
,139.833075,38.523203,20.1613,14.52,1.68,m
,139.833090,38.52487,20.1613,14.67,1.68,m
,140.373015,73.114722,11.4943,15.02,1.9,m
,140.086020,26.730044,20.7039,15.56,1.92,m
,139.207395,-77.838716,8.1301,13.1,1.64,m
,140.243745,3.369156,16.4474,13.33,1.6,m
,140.458665,43.508091,17.2414,14.02,,m
,142.212930,-9.265471,20.4082,10.52,1.43,dM0
,142.232925,-7.369184,17.191,15.0,1.87,m
,142.288635,-2.750431,17.0999,7.18,0.87,K0
,142.506870,39.623745,18.5185,12.13,,m
,142.616085,-32.100961,22.2222,13.08,1.46,g
,142.887690,20.282316,20.284,12.2,1.48,M3
,142.676460,-40.465622,18.5563,4.65,,F0 IV
,142.830930,-13.487542,10.5319,10.8,,
,143.222985,51.678697,13.4862,13.8,,
,143.200545,26.995977,17.7462,16.5,,m
,143.807415,61.244872,19.6078,11.95,1.54,M3
,143.918145,35.810449,11.1794,13.0,,
,144.021600,-6.116403,25.0,14.0,,m
,144.268455,40.5785,21.2766,14.03,,m
,145.258695,22.024983,12.1655,14.23,1.78,M4
,145.607745,55.985737,14.43,12.5,1.53,M3.5
,145.497720,6.955237,17.2414,14.9,0.3,DA7
,145.945440,-7.063326,23.2558,16.41,0.56,DA9
,145.722885,-68.885517,6.2112,12.78,1.73,m
,146.200035,-18.212149,10.2041,12.6,1.59,m
,146.538270,-4.428289,16.3934,14.15,,m
,147.027435,60.257857,12.3457,12.73,1.64,M2
,146.896125,12.945084,18.5185,13.38,,m
,147.572055,53.253606,22.779,15.2,0.13,DQ6
,148.480800,20.946514,10.2041,14.05,,m
,148.368045,-31.752439,20.0,14.42,1.7,
,148.932210,35.361964,17.5439,12.73,,M4
,149.112075,22.650833,16.129,14.2,,m
,149.453430,24.549531,24.2718,15.09,0.25,DA6
,149.494125,11.807942,21.7391,14.66,,m
,149.832015,43.841695,22.2222,13.89,,m
,149.840325,43.841674,22.2222,14.16,,m
,149.942685,47.20397,21.2766,14.09,,m
,150.456600,14.691415,21.7391,15.37,0.36,DC7
,150.675825,14.987349,17.8571,14.23,1.7,m
,150.888075,5.963094,21.7391,13.17,,m
,151.128675,5.56418,23.8095,12.66,1.5,M0
,152.025975,69.246355,17.762,14.34,1.75,m
,152.379930,51.284033,13.3333,13.47,1.66,k-m
,152.750940,75.142078,21.2495,10.3,,
,152.934960,35.310387,23.8095,14.5,,M4
,153.259080,-35.741232,22.2222,12.95,,M3.5
,153.780330,31.418638,18.1818,13.6,,m
,153.716610,-47.154265,17.2414,13.5,1.72,k
,153.753750,-56.164511,11.1111,15.1,0.68,DZ9
,154.312980,23.107436,22.7221,11.4,,M1
,154.902645,19.870262,4.9044,9.4,1.54,M4.5Ve
,155.785980,63.460601,16.2866,14.71,0.38,DA7
,155.597265,-60.173562,20.0481,12.63,1.49,m
,156.081375,11.956465,22.2222,12.46,1.57,M0
,156.377130,26.390106,16.9492,13.19,1.57,k-m
,156.512655,50.449108,19.6078,13.52,,k-m
,156.516810,50.452433,19.6078,13.68,,m
,157.016340,48.786366,23.5571,12.5,,
,157.112505,48.239742,20.5761,13.25,1.67,m
,157.175295,32.24086,19.2308,13.0,,m
,157.134165,-0.004197,18.1818,13.83,,DA
,157.610205,56.000271,13.8696,8.69,1.33,K7 Ve
,157.601445,32.838981,20.8333,12.72,1.45,M6  e:
,157.878255,57.088131,17.4886,16.2,,m
,157.763835,-21.646272,23.2558,10.68,1.38,K7 V
,157.763835,-21.646272,23.2558,13.13,1.57,
,158.628675,46.30416,20.4082,13.13,,m
,158.612100,46.307524,20.4082,15.5,,m+
,158.915925,69.450418,13.2275,11.93,1.55,k-m
,159.007740,5.120819,13.6986,12.6,1.6,dM4  e
,159.627060,48.52924,22.7273,13.49,,m
,159.732345,-20.682637,14.4928,16.46,,DQP9
,160.415865,37.610542,10.395,12.98,1.68,m
,160.463505,-36.630584,17.8571,11.67,1.52,
,161.221845,32.412907,22.7273,13.55,,m
,161.230140,32.407894,22.7273,15.5,,m
,161.338875,38.512884,14.1103,12.2,,
,161.136210,-61.193586,4.4883,13.92,1.82,m
,161.412255,-19.113784,12.9366,16.5,,DQ9
,161.517345,9.698379,23.2558,13.55,,m
,162.052065,-11.336727,4.5249,15.6,2.1,M6.5
,162.137055,19.15165,23.8095,13.45,,m
,162.264075,5.040578,24.4499,19.11,,m
,162.443790,35.546333,9.7656,13.02,1.66,m
,162.054960,-79.467541,15.873,13.45,,m
,162.610965,33.09854,23.8095,13.07,1.52,m
,162.664755,51.75052,25.0,14.1,,m
,162.838140,36.124826,22.2222,13.46,,m
,163.021290,13.998953,11.9474,12.67,1.65,dM3
,163.016685,0.54489,16.6667,13.85,,m
,163.061595,5.917776,21.7391,14.4,,m
,163.974240,56.035177,16.2866,12.72,1.53,M1.5
,163.894545,-9.357037,20.0,13.54,1.63,M4
Wolf 359,164.122260,7.01532,2.3906,13.45,2.0,M6
,164.398245,-7.523175,12.0048,14.31,0.32,DA6
,164.645550,-31.14377,17.8571,11.95,,m
,164.777730,30.25269,22.3714,15.36,1.75,m
,165.200895,12.061814,20.4082,15.96,,M5  e
,165.329400,3.005732,13.9082,14.07,1.73,m
,165.791535,36.653086,19.6078,13.67,,m
,166.402605,43.521487,4.8323,14.4,2.09,M6  e
,167.025795,-5.229713,20.0,12.56,1.52,dM6
,167.000865,-5.158017,20.0,12.92,0.05,DA3
,167.718645,47.950146,21.7391,14.52,,m
,167.760165,30.445753,11.9261,9.98,1.52,M2 V
,167.836365,43.417837,16.9463,11.82,1.54,M3
,167.966295,33.536462,12.1951,12.38,,dM4
,168.157725,18.932597,14.7059,10.77,1.5,M1
,168.820935,73.475852,14.6778,11.4,,M2
,168.699915,-23.104147,19.6078,13.5,,
,168.800190,19.454674,17.5439,12.89,1.58,m
,168.815475,-18.126053,15.7233,13.64,1.58,M3.5
,168.979080,55.320552,23.8095,11.22,1.41,M0
,169.031985,-57.548501,13.0378,11.65,1.47,m
,169.158480,-27.955731,15.625,13.7,,M4
Alula Australis,169.546770,31.528783,10.4167,4.33,0.59,G0 Ve
Alula Australis B,169.546770,31.528783,10.4167,4.8,,G0 Ve
,170.362050,-20.454159,13.1579,11.0,,m
,170.410185,6.139325,18.5185,13.58,1.64,k-m
,170.455245,-13.218445,14.245,19.57,,M8
,170.787270,25.894566,17.331,15.14,1.84,m
,170.838135,44.810779,24.3902,12.74,,m
,170.987370,-18.363274,16.6667,13.05,,M3
,171.056520,21.360564,13.4771,14.24,0.28,DA7
,171.411120,78.265383,22.7273,12.15,,M2.5
,171.362670,78.283756,22.7273,12.65,,M3
,171.171180,-61.647146,12.8899,8.3,,M0 Ve
,172.233270,10.178881,15.674,12.56,1.6,M3
,172.318470,18.285492,8.7719,13.79,,DC8
,172.781415,-14.954321,12.8205,14.29,1.81,m
,172.937055,14.364843,24.3902,9.22,1.14,K6 IV
,173.625945,-32.833234,9.5383,15.0,,m
,173.778930,-5.656094,16.6667,15.1,,m
,173.886885,38.925611,16.9492,13.11,,m
,174.545700,81.809984,20.0,11.77,1.5,m
,174.415515,58.712388,23.8095,12.57,,m
,174.614085,-41.369144,20.0,13.79,1.72,k
,174.686520,45.107969,23.2883,8.4,0.96,K2 V
,175.509750,14.77618,16.6667,12.58,1.48,M3.5
,175.848660,25.303596,18.8679,13.83,,m
,175.824390,-51.839852,8.4034,10.36,1.53,K0
,176.441775,63.099159,21.2766,16.39,0.66,DC9
